id,government_id,diagnosed_date,age,gender,detected_city,detected_district,detected_state,nationality,current_status,status_change_date,notes
1095,US-209805,26/01/2023,77,,South Jacqueline,East Brendaberg,Kentucky,USA,Recovered,24/06/2023,N/A
1096,US-386413,02/11/2023,99,F,Courtneyview,Wardport,Arkansas,USA,Hospitalized,02/01/2023,N/A
1097,US-293187,20/05/2023,66,M,Turnershire,West Seanhaven,Florida,USA,Hospitalized,02/10/2023,N/A
1098,US-451356,03/06/2023,79,M,Timothyland,Mccluremouth,North Dakota,USA,Recovered,09/10/2023,N/A
1099,US-935439,10/12/2023,84,M,North Randall,Lake Bradley,Kansas,USA,Recovered,03/08/2023,N/A
1100,US-824033,03/07/2023,57,F,North Joe,Hendersonmouth,Illinois,USA,Recovered,03/09/2023,N/A
1101,US-253416,03/03/2023,28,,Wilsonport,West Analand,Minnesota,USA,Recovered,10/05/2023,N/A
1102,US-110651,04/06/2023,54,M,Amandafurt,North Jose,Louisiana,USA,Deceased,21/09/2023,N/A
1103,US-668864,21/05/2023,16,M,East Christopherfort,East Katie,Kansas,USA,Hospitalized,26/08/2023,N/A
1104,US-762201,03/11/2023,18,M,Lake Michelle,Marshland,South Carolina,USA,Recovered,05/11/2023,N/A
1105,US-630248,24/10/2023,41,,Kristyland,Milesside,New Hampshire,USA,Hospitalized,18/01/2023,N/A
1106,US-328305,11/08/2023,82,F,Johnsonville,West Annland,Delaware,USA,Deceased,19/09/2023,N/A
1107,US-453113,29/10/2023,3,M,Bowerston,East Danielport,Wyoming,USA,Recovered,04/05/2023,N/A
1108,US-920716,07/04/2023,55,,Hancockfort,Lake Lauren,Missouri,USA,Recovered,04/06/2023,N/A
1109,US-966695,15/05/2023,26,M,South Cathyberg,Port Angelaborough,Minnesota,USA,Hospitalized,01/03/2023,N/A
1110,US-211769,15/03/2023,47,,Lake Deborahbury,Rebeccafurt,Delaware,USA,Hospitalized,10/04/2023,N/A
1111,US-870497,14/08/2023,,M,West Waynehaven,New Jenniferside,Wisconsin,USA,Recovered,18/09/2023,N/A
1112,US-925045,01/12/2023,,M,New Jonathonchester,East Daryl,Kentucky,USA,Deceased,16/09/2023,N/A
1113,US-212700,08/11/2023,3,M,Port Gregory,Jonesburgh,Utah,USA,Deceased,03/01/2023,N/A
1114,US-789555,29/12/2022,23,F,East Kylefort,Lisaport,Vermont,USA,Recovered,01/06/2023,N/A
1115,US-509006,05/01/2023,52,F,South Maria,Anthonychester,West Virginia,USA,Hospitalized,22/07/2023,N/A
1116,US-640399,28/05/2023,,M,Port Benjamin,Lake Sallyview,New Hampshire,USA,Hospitalized,01/06/2023,N/A
1117,US-694070,28/09/2023,84,F,Scottland,Andersontown,Idaho,USA,Hospitalized,03/12/2023,N/A
1118,US-491652,25/10/2023,,F,Weberborough,Erikaview,Ohio,USA,Hospitalized,06/12/2023,N/A
1119,US-671255,03/12/2023,56,M,Evansside,West Anthonyville,Arkansas,USA,Hospitalized,19/05/2023,N/A
1120,US-876525,29/10/2023,,F,Zacharymouth,New Philipstad,Arizona,USA,Hospitalized,05/12/2023,N/A
1121,US-298217,08/04/2023,,F,Phillipston,Port Russellhaven,Maryland,USA,Recovered,05/08/2023,N/A
1122,US-769181,01/11/2023,45,F,Jesseside,Port Kenneth,South Dakota,USA,Deceased,26/05/2023,N/A
1123,US-961867,09/10/2023,39,F,Amberport,West Thomasbury,Arkansas,USA,Hospitalized,25/04/2023,N/A
1124,US-3091,16/03/2023,,F,Craigside,North Tyler,Maine,USA,Recovered,15/11/2023,N/A
1125,US-268686,09/08/2023,77,F,North Kristopherstad,New Michael,North Dakota,USA,Recovered,15/08/2023,N/A
1126,US-732601,18/10/2023,37,M,Natalietown,Harrisview,Delaware,USA,Deceased,28/07/2023,N/A
1127,US-305222,25/09/2023,34,F,Brittanyville,Derricktown,Washington,USA,Recovered,07/02/2023,N/A
1128,US-421034,25/11/2023,22,M,Nicoleborough,East Michaelview,Hawaii,USA,Deceased,21/03/2023,N/A
1129,US-756105,12/04/2023,1,F,Angelaberg,North Anthony,West Virginia,USA,Recovered,22/02/2023,N/A
1130,US-908025,05/06/2023,19,F,South Jodiland,North Monica,Arkansas,USA,Hospitalized,03/04/2023,N/A
1131,US-168553,06/05/2023,,M,South Amberhaven,Browningmouth,South Dakota,USA,Recovered,06/08/2023,N/A
1132,US-103591,14/01/2023,,F,Lake Steve,North Jenniferberg,Ohio,USA,Deceased,20/11/2023,N/A
1133,US-274492,02/09/2023,76,F,Michaelton,West Justin,Idaho,USA,Deceased,14/09/2023,N/A
1134,US-764008,16/02/2023,6,F,East Sarahfurt,Donnaburgh,Ohio,USA,Hospitalized,11/01/2023,N/A
1135,US-774769,12/02/2023,48,M,Lorihaven,North Stevenberg,Delaware,USA,Hospitalized,19/07/2023,N/A
1136,US-624193,10/03/2023,19,,Sallyhaven,New Michael,Tennessee,USA,Deceased,27/08/2023,N/A
1137,US-526190,23/01/2023,93,M,West Jerryton,Newtonfurt,Arizona,USA,Deceased,27/05/2023,N/A
1138,US-474978,01/11/2023,26,F,Jennyberg,New Anne,Ohio,USA,Recovered,23/03/2023,N/A
1139,US-233810,29/05/2023,,F,Rangelland,West Samuel,New Hampshire,USA,Deceased,07/02/2023,N/A
1140,US-718869,17/06/2023,,F,Lake Nancy,Raymondshire,West Virginia,USA,Deceased,10/04/2023,N/A
1141,US-866591,07/12/2023,,F,Rodneyshire,Jamesmouth,Tennessee,USA,Recovered,28/08/2023,N/A
1142,US-540317,22/02/2023,35,,Rosaleschester,Anthonytown,Virginia,USA,Recovered,24/10/2023,N/A
1143,US-98210,22/06/2023,,M,Michelleview,West Tyler,Alabama,USA,Hospitalized,23/01/2023,N/A
1144,US-769592,27/03/2023,32,M,Grantmouth,North Steven,Texas,USA,Hospitalized,21/01/2023,N/A
1145,US-219964,21/02/2023,,M,Hendersonville,Medinamouth,Colorado,USA,Recovered,13/09/2023,N/A
1146,US-248388,13/03/2023,46,F,New Kentland,New Brittanyside,Ohio,USA,Recovered,11/05/2023,N/A
1147,US-465816,15/12/2022,93,M,Hernandezburgh,West Markmouth,New Jersey,USA,Deceased,21/03/2023,N/A
1148,US-579742,02/05/2023,60,F,Jenniferland,Cassandraview,Colorado,USA,Hospitalized,24/10/2023,N/A
1149,US-419357,26/04/2023,53,,Lake Edwinshire,East Jane,Rhode Island,USA,Deceased,12/12/2022,N/A
1150,US-957517,19/03/2023,22,M,Whitemouth,Port Michellemouth,Nevada,USA,Deceased,28/10/2023,N/A
1151,US-682722,02/09/2023,65,M,Josephchester,Kingstad,Florida,USA,Hospitalized,26/04/2023,N/A
1152,US-682977,29/01/2023,48,,Torreschester,Harrisside,Delaware,USA,Hospitalized,04/10/2023,N/A
1153,US-692144,11/10/2023,85,F,Claytonfort,North Glorialand,Arkansas,USA,Recovered,12/09/2023,N/A
1154,US-181485,14/09/2023,17,M,Stevehaven,West Danaside,South Dakota,USA,Deceased,20/09/2023,N/A
1155,US-305772,23/10/2023,3,M,North Jerryview,West Alexandria,New York,USA,Hospitalized,05/08/2023,N/A
1156,US-98737,31/01/2023,,F,Lake Amberburgh,Stephanieville,Idaho,USA,Deceased,27/02/2023,N/A
1157,US-725293,21/01/2023,4,F,Hernandezland,Reyesbury,Utah,USA,Deceased,02/01/2023,N/A
1158,US-141801,19/02/2023,82,F,Emilyberg,Maryhaven,Wyoming,USA,Hospitalized,23/03/2023,N/A
1159,US-289374,14/11/2023,,M,Owensmouth,Port Jennifer,Oklahoma,USA,Recovered,21/02/2023,N/A
1160,US-300104,28/11/2023,9,F,Garciamouth,East Masonmouth,South Carolina,USA,Recovered,02/07/2023,N/A
1161,US-162261,22/11/2023,,M,North Jorgeburgh,Lake Shannonbury,Maryland,USA,Recovered,18/05/2023,N/A
1162,US-490840,08/02/2023,45,,Brianberg,Port Saramouth,Delaware,USA,Recovered,10/12/2022,N/A
1163,US-77585,13/12/2022,35,F,Morganhaven,Christineshire,New Mexico,USA,Deceased,25/07/2023,N/A
1164,US-256013,15/08/2023,4,M,Lake Brooke,North Alexanderchester,Illinois,USA,Hospitalized,17/04/2023,N/A
1165,US-708803,20/08/2023,40,F,New Madisonstad,Port Danaport,Arizona,USA,Hospitalized,28/05/2023,N/A
1166,US-642301,18/07/2023,82,M,Jamesfurt,Davidborough,Hawaii,USA,Deceased,25/11/2023,N/A
1167,US-533707,18/05/2023,26,M,New Jacobfort,Lake Jeanne,Colorado,USA,Deceased,17/08/2023,N/A
1168,US-270821,05/11/2023,58,F,Patriciafort,South Ryanview,Maine,USA,Deceased,04/03/2023,N/A
1169,US-654293,28/03/2023,37,M,South Patrickside,Port Robert,Arkansas,USA,Recovered,06/03/2023,N/A
1170,US-511192,13/05/2023,,F,Michaelburgh,Longton,Montana,USA,Recovered,03/07/2023,N/A
1171,US-810077,29/08/2023,,M,Port Shelley,East Robertfort,Mississippi,USA,Recovered,26/07/2023,N/A
1172,US-229625,20/03/2023,96,M,Erictown,Jonathanberg,Vermont,USA,Deceased,09/03/2023,N/A
1173,US-345879,01/01/2023,18,F,East Kristin,Watkinsland,Kentucky,USA,Recovered,09/02/2023,N/A
1174,US-390731,21/02/2023,96,F,Amberburgh,Richmondside,Louisiana,USA,Hospitalized,17/09/2023,N/A
1175,US-606436,04/12/2023,66,F,Johnmouth,South Christinaville,Idaho,USA,Hospitalized,26/04/2023,N/A
1176,US-676498,11/05/2023,,F,North Zacharyland,Davisborough,Vermont,USA,Recovered,19/06/2023,N/A
1177,US-915325,10/09/2023,74,M,Millerchester,Johnnytown,Kentucky,USA,Hospitalized,23/11/2023,N/A
1178,US-979498,07/07/2023,,F,Savagechester,North Walter,Iowa,USA,Hospitalized,22/06/2023,N/A
1179,US-91954,30/10/2023,72,F,Michaeltown,Jamesside,South Dakota,USA,Hospitalized,14/05/2023,N/A
1180,US-595529,16/11/2023,49,M,Port Amandaport,Port Nathanview,Massachusetts,USA,Deceased,15/02/2023,N/A
1181,US-743796,10/02/2023,5,F,West Vanessamouth,Kingmouth,Vermont,USA,Deceased,20/08/2023,N/A
1182,US-562832,24/11/2023,,F,South Jeremyton,Lewisberg,Minnesota,USA,Deceased,24/12/2022,N/A
1183,US-439133,02/07/2023,57,F,Thompsonport,Andresburgh,Delaware,USA,Recovered,12/10/2023,N/A
1184,US-897499,17/10/2023,,M,South Troy,Jamiemouth,California,USA,Recovered,25/07/2023,N/A
1185,US-334777,14/02/2023,48,F,Huangmouth,South Jonathanberg,Maine,USA,Hospitalized,14/09/2023,N/A
1186,US-319764,27/07/2023,13,M,North Carol,Jonathanburgh,Nebraska,USA,Deceased,25/05/2023,N/A
1187,US-509797,20/08/2023,7,F,Elizabethland,Hubbardview,Kentucky,USA,Hospitalized,14/11/2023,N/A
1188,US-858145,31/10/2023,84,M,Andreastad,South Nicoleside,Illinois,USA,Hospitalized,08/07/2023,N/A
1189,US-318703,10/11/2023,41,F,Jamesshire,New Lynn,Tennessee,USA,Recovered,29/05/2023,N/A
1190,US-387635,17/01/2023,55,M,Rossberg,Laurenview,Vermont,USA,Deceased,16/05/2023,N/A
1191,US-577453,05/02/2023,,M,Annafurt,Avilabury,West Virginia,USA,Hospitalized,04/12/2023,N/A
1192,US-898190,09/01/2023,57,M,Port Joan,Ericmouth,Nevada,USA,Hospitalized,26/05/2023,N/A
1193,US-951356,05/07/2023,20,F,Blaketon,West Donaldville,Utah,USA,Hospitalized,16/09/2023,N/A
1194,US-241202,08/03/2023,72,F,Jacobsville,Marystad,Pennsylvania,USA,Recovered,07/11/2023,N/A
1195,US-40714,29/03/2023,27,M,North Lindsayburgh,North Caitlin,Pennsylvania,USA,Hospitalized,03/08/2023,N/A
1196,US-436683,06/02/2023,17,F,Tommystad,Youngland,Colorado,USA,Deceased,16/06/2023,N/A
1197,US-518976,12/04/2023,38,F,Josephmouth,South Sonya,New Hampshire,USA,Deceased,01/03/2023,N/A
1198,US-680690,23/04/2023,57,F,Lake Jared,Lake Samuel,Montana,USA,Hospitalized,10/03/2023,N/A
1199,US-367467,13/08/2023,33,M,Ryanfurt,West Cynthia,Kansas,USA,Hospitalized,12/04/2023,N/A
1200,US-43605,08/10/2023,40,F,Port Erikbury,Traceyburgh,Missouri,USA,Deceased,01/02/2023,N/A
1201,US-420907,16/11/2023,7,M,Jamesberg,Sharpfurt,South Dakota,USA,Deceased,09/11/2023,N/A
1202,US-24855,14/02/2023,,F,East Kendrafurt,New Tyler,Alaska,USA,Deceased,26/08/2023,N/A
1203,US-703512,15/10/2023,2,F,Kevinborough,New Thomas,Nebraska,USA,Hospitalized,20/07/2023,N/A
1204,US-793947,01/11/2023,,F,South Terryburgh,East Robert,Oregon,USA,Recovered,26/05/2023,N/A
1205,US-173570,18/04/2023,72,M,Lake Kayla,West Pamelaville,Kentucky,USA,Hospitalized,26/04/2023,N/A
1206,US-312372,15/10/2023,64,,Marcusberg,West Alexander,Maryland,USA,Deceased,12/02/2023,N/A
1207,US-250478,06/05/2023,92,M,Lake Amyburgh,New Patricia,Colorado,USA,Deceased,31/05/2023,N/A
1208,US-113571,13/02/2023,94,M,Jasonside,East Timothy,Arkansas,USA,Hospitalized,13/02/2023,N/A
1209,US-444344,17/04/2023,,F,North Amber,South Markchester,Arizona,USA,Hospitalized,19/07/2023,N/A
1210,US-795637,01/09/2023,63,F,Lake Kenneth,Jamesbury,Michigan,USA,Recovered,03/04/2023,N/A
1211,US-942070,18/05/2023,43,M,Jenkinsshire,Port Olivia,Pennsylvania,USA,Deceased,24/11/2023,N/A
1212,US-561267,19/10/2023,,F,West Sarah,East Sheila,South Dakota,USA,Recovered,18/06/2023,N/A
1213,US-460323,02/07/2023,90,M,Hicksmouth,Cindyfurt,North Dakota,USA,Deceased,11/06/2023,N/A
1214,US-659241,30/03/2023,,M,West Michael,Lake Ryanmouth,Maryland,USA,Hospitalized,23/07/2023,N/A
1215,US-359021,08/12/2023,,M,Ramosland,Velasquezland,Alaska,USA,Recovered,23/08/2023,N/A
1216,US-4318,08/03/2023,,,West Mariaside,New Hannah,Oregon,USA,Deceased,11/01/2023,N/A
1217,US-869064,31/08/2023,49,M,Robertschester,Leonborough,Wyoming,USA,Hospitalized,18/08/2023,N/A
1218,US-271725,06/05/2023,70,M,Mathischester,South Reginastad,Oregon,USA,Recovered,08/04/2023,N/A
1219,US-251026,16/06/2023,47,F,Juliaview,Jacobfurt,Nebraska,USA,Recovered,30/12/2022,N/A
1220,US-475617,18/02/2023,66,F,Lake Deanna,Ellisview,Indiana,USA,Recovered,08/07/2023,N/A
1221,US-468777,01/01/2023,86,M,North Rachel,Port Nicole,Vermont,USA,Hospitalized,26/02/2023,N/A
1222,US-198406,24/11/2023,46,F,Ashleyhaven,Patriciaside,Arizona,USA,Hospitalized,30/12/2022,N/A
1223,US-945983,13/05/2023,34,M,Jillianmouth,New Brandon,Maine,USA,Hospitalized,22/02/2023,N/A
1224,US-843869,11/03/2023,,M,Mendozastad,West Shelby,Oklahoma,USA,Hospitalized,09/06/2023,N/A
1225,US-925146,02/08/2023,49,M,New Jacksontown,Wrightmouth,Arkansas,USA,Recovered,06/12/2023,N/A
1226,US-117402,24/10/2023,20,M,South John,Hesterland,Iowa,USA,Hospitalized,17/11/2023,N/A
1227,US-139805,28/09/2023,7,M,East Mariafort,Port Anthonychester,Hawaii,USA,Deceased,01/08/2023,N/A
1228,US-146429,09/04/2023,49,M,Mossbury,North Reginald,Minnesota,USA,Hospitalized,21/11/2023,N/A
1229,US-578489,21/10/2023,54,F,South Katelynborough,South Kayleeville,Nebraska,USA,Recovered,27/05/2023,N/A
1230,US-825093,12/02/2023,17,M,Jeremytown,Aprilport,Mississippi,USA,Hospitalized,16/07/2023,N/A
1231,US-316129,20/11/2023,70,F,New Joshuabury,Manuelbury,Rhode Island,USA,Recovered,12/04/2023,N/A
1232,US-818216,27/11/2023,70,M,North Lisa,North Kimberly,Missouri,USA,Recovered,05/06/2023,N/A
1233,US-277000,15/11/2023,,F,Davidberg,Sherylmouth,Arkansas,USA,Hospitalized,17/11/2023,N/A
1234,US-398103,05/01/2023,83,F,East Michaelmouth,Harrismouth,Virginia,USA,Recovered,06/08/2023,N/A
1235,US-777205,03/03/2023,45,M,North Gregoryview,Lake Emily,New Mexico,USA,Hospitalized,29/10/2023,N/A
1236,US-289449,28/09/2023,,F,Michaeltown,Markshire,Oklahoma,USA,Recovered,07/11/2023,N/A
1237,US-487244,17/10/2023,95,M,Karenfort,Keithchester,Maryland,USA,Deceased,19/07/2023,N/A
1238,US-392613,19/05/2023,63,M,Mendezfurt,Kennethhaven,Nevada,USA,Deceased,02/04/2023,N/A
1239,US-711215,19/01/2023,2,F,South Juliaview,East Michael,California,USA,Hospitalized,01/10/2023,N/A
1240,US-520797,25/12/2022,,M,Beckermouth,Joefurt,Nebraska,USA,Hospitalized,13/01/2023,N/A
1241,US-43866,15/02/2023,15,F,North Mary,Lake Gina,New York,USA,Hospitalized,15/03/2023,N/A
1242,US-177210,23/10/2023,45,F,West Mark,Teresaside,Maine,USA,Hospitalized,22/01/2023,N/A
1243,US-777751,27/07/2023,73,F,Hayesberg,New Josehaven,Indiana,USA,Recovered,09/12/2023,N/A
1244,US-879272,15/01/2023,98,M,Banksport,Lake Douglas,North Carolina,USA,Deceased,13/11/2023,N/A
1245,US-339059,01/02/2023,74,F,East Karenton,Lake Mauriceshire,South Dakota,USA,Hospitalized,21/01/2023,N/A
1246,US-773968,03/05/2023,84,F,Allisonshire,Wellshaven,Michigan,USA,Hospitalized,16/11/2023,N/A
1247,US-743462,18/08/2023,,F,Carolynchester,Elizabethmouth,New Jersey,USA,Recovered,28/06/2023,N/A
1248,US-537440,26/07/2023,66,M,Johnsontown,Johnport,Arkansas,USA,Hospitalized,23/10/2023,N/A
1249,US-771546,30/05/2023,4,M,South Benjaminhaven,East Brooke,California,USA,Recovered,16/10/2023,N/A
1250,US-336149,19/12/2022,,M,Danielleborough,Margaretville,Maine,USA,Hospitalized,24/08/2023,N/A
1251,US-356856,08/07/2023,10,M,New Jonathanborough,Port Christopherburgh,South Carolina,USA,Hospitalized,01/02/2023,N/A
1252,US-456800,11/09/2023,75,M,Peterton,Ramirezside,Tennessee,USA,Recovered,28/08/2023,N/A
1253,US-106098,12/01/2023,97,M,East Mary,South Laurashire,Kentucky,USA,Recovered,06/11/2023,N/A
1254,US-584431,09/06/2023,67,M,Ashleychester,Hillmouth,Nevada,USA,Hospitalized,27/01/2023,N/A
1255,US-208281,23/07/2023,,M,Goldentown,Lake Jose,Mississippi,USA,Recovered,06/05/2023,N/A
1256,US-94198,05/06/2023,96,M,Jamesmouth,Ramirezchester,New Jersey,USA,Hospitalized,31/08/2023,N/A
1257,US-694952,15/04/2023,9,M,South Kara,South Gabrielle,Vermont,USA,Hospitalized,18/11/2023,N/A
1258,US-874578,09/03/2023,40,F,Port Tanyamouth,Gabrielleville,Oklahoma,USA,Hospitalized,04/05/2023,N/A
1259,US-889569,10/06/2023,24,M,Veronicaton,Mcdonaldshire,Texas,USA,Hospitalized,28/01/2023,N/A
1260,US-801581,09/04/2023,8,F,Margaretmouth,Jessicashire,New York,USA,Hospitalized,31/01/2023,N/A
1261,US-811717,08/07/2023,59,F,Williamsshire,Bakerchester,Missouri,USA,Deceased,11/03/2023,N/A
1262,US-797909,16/02/2023,91,M,Ashleyville,Lake Matthewhaven,Idaho,USA,Hospitalized,18/04/2023,N/A
1263,US-587674,04/03/2023,,M,Lake Patty,Piercefurt,Mississippi,USA,Recovered,26/11/2023,N/A
1264,US-670507,05/04/2023,67,F,New Kathleen,Mitchellton,Louisiana,USA,Hospitalized,22/04/2023,N/A
1265,US-129547,18/07/2023,94,F,West Christinashire,Georgestad,South Carolina,USA,Deceased,26/11/2023,N/A
1266,US-89801,10/09/2023,69,F,Fisherfurt,Taylorville,Illinois,USA,Hospitalized,16/05/2023,N/A
1267,US-838500,05/01/2023,74,M,Carterfurt,West Kevinport,Missouri,USA,Recovered,24/08/2023,N/A
1268,US-112909,21/11/2023,,M,South Daniel,Mitchellport,Nebraska,USA,Deceased,02/08/2023,N/A
1269,US-308610,05/06/2023,44,M,New Rebeccaberg,Elizabethside,North Dakota,USA,Deceased,07/03/2023,N/A
1270,US-426260,12/06/2023,,M,North Zachary,Williamville,Georgia,USA,Recovered,03/07/2023,N/A
1271,US-81752,26/06/2023,,F,Port Saraville,Brittanyport,Pennsylvania,USA,Hospitalized,06/09/2023,N/A
1272,US-921447,03/09/2023,,M,New Yolandaside,Lake Michael,Alabama,USA,Recovered,12/05/2023,N/A
1273,US-301285,20/10/2023,,F,Erinstad,Ashleymouth,Wisconsin,USA,Deceased,01/12/2023,N/A
1274,US-214899,27/01/2023,60,M,Charlesmouth,Lake Tonyberg,South Dakota,USA,Recovered,05/08/2023,N/A
1275,US-881907,18/07/2023,40,M,North Bradleymouth,Port Derrick,Iowa,USA,Deceased,22/10/2023,N/A
1276,US-394020,30/04/2023,58,M,Lake Tiffany,Molinaburgh,South Carolina,USA,Hospitalized,02/09/2023,N/A
1277,US-710326,19/07/2023,,M,Richardmouth,Lake Shawnshire,Missouri,USA,Hospitalized,08/04/2023,N/A
1278,US-111496,08/11/2023,,M,Port Lisa,North Sara,Maine,USA,Deceased,12/09/2023,N/A
1279,US-491948,22/10/2023,15,M,Port Vanessaview,Beckyburgh,Ohio,USA,Recovered,30/08/2023,N/A
1280,US-566297,07/08/2023,63,F,Douglashaven,Port Cristianmouth,Hawaii,USA,Deceased,03/02/2023,N/A
1281,US-90162,12/04/2023,,,South Megan,Danielsville,Connecticut,USA,Deceased,10/03/2023,N/A
1282,US-246471,01/02/2023,,M,Lake Williamton,South Stevenhaven,Nebraska,USA,Deceased,23/06/2023,N/A
1283,US-189490,06/12/2023,,F,Lake Victor,West Teresafort,Michigan,USA,Deceased,18/04/2023,N/A
1284,US-124731,01/02/2023,21,F,New Amy,Shannonburgh,Louisiana,USA,Recovered,17/09/2023,N/A
1285,US-197325,19/09/2023,78,M,New Sabrinaville,Normaburgh,Ohio,USA,Recovered,19/07/2023,N/A
1286,US-145725,18/10/2023,,F,North Micheal,Taylorstad,South Carolina,USA,Deceased,29/06/2023,N/A
1287,US-227377,16/04/2023,59,M,Destinyville,South Victoriaberg,Idaho,USA,Hospitalized,26/08/2023,N/A
1288,US-887239,03/11/2023,27,F,Port Davidburgh,Jamesfurt,Mississippi,USA,Deceased,10/04/2023,N/A
1289,US-522473,06/02/2023,37,M,West Lisa,Joseville,Utah,USA,Recovered,02/01/2023,N/A
1290,US-784490,30/04/2023,31,F,Millertown,East Mariaburgh,Delaware,USA,Hospitalized,04/03/2023,N/A
1291,US-495532,11/12/2022,67,M,Chelseaberg,New Donnaview,Maine,USA,Deceased,07/08/2023,N/A
1292,US-730078,31/03/2023,15,,Ramosfurt,Lake Michael,New York,USA,Hospitalized,26/10/2023,N/A
1293,US-898216,01/07/2023,15,,Huertafort,Robertport,Pennsylvania,USA,Recovered,01/06/2023,N/A
1294,US-292024,01/03/2023,59,M,South Brian,Port Shawna,Arizona,USA,Hospitalized,11/06/2023,N/A
1295,US-293735,11/09/2023,39,F,Wilsonshire,Brownborough,Nebraska,USA,Hospitalized,14/08/2023,N/A
1296,US-234237,29/03/2023,85,M,South Williamland,West Ashley,Minnesota,USA,Hospitalized,10/05/2023,N/A
1297,US-542220,07/08/2023,9,,Alanstad,East Michaelhaven,Missouri,USA,Recovered,02/02/2023,N/A
1298,US-545655,04/01/2023,38,M,Dustinchester,North Jeffreyton,Maine,USA,Hospitalized,05/03/2023,N/A
1299,US-574389,25/06/2023,99,M,Scottview,South Danielle,Maryland,USA,Hospitalized,29/08/2023,N/A
1300,US-671080,14/09/2023,,F,West Krista,North Amanda,Arkansas,USA,Recovered,20/04/2023,N/A
1301,US-282015,14/07/2023,,F,Barnesstad,Walterfurt,New York,USA,Hospitalized,07/03/2023,N/A
1302,US-88045,02/09/2023,11,M,West Adamchester,Vanessaville,South Carolina,USA,Recovered,25/01/2023,N/A
1303,US-320987,08/02/2023,53,M,Kimberlytown,Stephanietown,Colorado,USA,Hospitalized,05/05/2023,N/A
1304,US-294639,15/12/2022,81,F,Millermouth,East Allison,Mississippi,USA,Recovered,09/03/2023,N/A
1305,US-709645,01/10/2023,29,,South Brianfurt,South Jessicafort,Massachusetts,USA,Hospitalized,26/04/2023,N/A
1306,US-51398,20/08/2023,28,M,South Julie,Lewisport,Louisiana,USA,Deceased,02/05/2023,N/A
1307,US-906946,10/07/2023,50,F,Petersonburgh,North Gregory,California,USA,Hospitalized,02/10/2023,N/A
1308,US-286874,23/10/2023,,M,Stephenland,Jenniferport,Arkansas,USA,Hospitalized,03/02/2023,N/A
1309,US-153479,13/11/2023,,F,Lake Ryanland,South Christian,Missouri,USA,Deceased,18/07/2023,N/A
1310,US-615127,11/01/2023,30,M,Lake Amber,Holmeschester,Tennessee,USA,Hospitalized,08/04/2023,N/A
1311,US-781093,08/06/2023,,M,Romerohaven,Port Johnborough,Kansas,USA,Recovered,03/08/2023,N/A
1312,US-437390,06/07/2023,,F,New Billyton,Josephtown,Louisiana,USA,Hospitalized,21/07/2023,N/A
1313,US-804892,09/11/2023,,M,South Austinhaven,Lisahaven,California,USA,Deceased,27/11/2023,N/A
1314,US-934027,25/12/2022,,F,Port Douglas,Stricklandmouth,Delaware,USA,Hospitalized,27/03/2023,N/A
1315,US-392406,13/03/2023,95,,Joshuachester,South Evelyn,Maine,USA,Hospitalized,24/04/2023,N/A
1316,US-296367,01/10/2023,74,,Port Catherineville,Ricardoville,Georgia,USA,Recovered,11/10/2023,N/A
1317,US-651322,17/12/2022,,M,Keithshire,Juarezmouth,North Dakota,USA,Hospitalized,30/10/2023,N/A
1318,US-296746,23/01/2023,,F,Kevinmouth,North Tyler,Maryland,USA,Hospitalized,06/11/2023,N/A
1319,US-550448,19/12/2022,22,F,Lynnstad,New Richardfurt,California,USA,Hospitalized,10/02/2023,N/A
1320,US-859457,20/02/2023,21,F,Alecberg,Davismouth,Alaska,USA,Recovered,28/08/2023,N/A
1321,US-129870,26/01/2023,98,F,Lawrencemouth,East Jenniferborough,Minnesota,USA,Deceased,05/06/2023,N/A
1322,US-106784,01/04/2023,93,M,West Meganmouth,Calvinbury,Alaska,USA,Recovered,29/04/2023,N/A
1323,US-859308,06/03/2023,,F,West Carolineshire,West Jesus,Kansas,USA,Deceased,10/04/2023,N/A
1324,US-441353,22/08/2023,79,M,Mooneyport,Ramirezfurt,Pennsylvania,USA,Hospitalized,05/05/2023,N/A
1325,US-803556,15/10/2023,65,,Daviston,West George,Michigan,USA,Hospitalized,13/03/2023,N/A
1326,US-148434,09/05/2023,24,F,New Jason,Port Perryland,Washington,USA,Deceased,27/01/2023,N/A
1327,US-151654,02/07/2023,52,F,Chenland,Ramseyburgh,Delaware,USA,Hospitalized,24/08/2023,N/A
1328,US-405977,09/11/2023,,F,Davisfurt,Isabellaton,West Virginia,USA,Deceased,06/06/2023,N/A
1329,US-218173,17/09/2023,79,M,New William,Smithburgh,Delaware,USA,Hospitalized,21/04/2023,N/A
1330,US-423825,25/08/2023,75,F,Carterfurt,West Nathaniel,Hawaii,USA,Deceased,31/12/2022,N/A
1331,US-322770,04/05/2023,95,F,Angelaland,Melissafurt,Louisiana,USA,Recovered,05/01/2023,N/A
1332,US-852188,14/10/2023,5,M,New Melanie,Joelland,Hawaii,USA,Hospitalized,16/09/2023,N/A
1333,US-526830,13/07/2023,43,M,Newmanburgh,Deanport,Arizona,USA,Recovered,20/04/2023,N/A
1334,US-811126,15/09/2023,99,F,West Lucas,Priceville,Idaho,USA,Hospitalized,10/09/2023,N/A
1335,US-493574,23/03/2023,,,Hutchinsonberg,Griffinstad,Massachusetts,USA,Hospitalized,23/11/2023,N/A
